Country,Region,ResidenceType,Year,PM25,HealthCategory,HealthImpactScore,lat,long
Mali,Africa,Total,2019,38.55,Hazardous,5,17.31513901451203,-3.5904730091616717
Mauritania,Africa,Towns,2019,38.62,Hazardous,5,20.22069376776787,-10.369916735172332
Chad,Africa,Rural,2019,38.74,Hazardous,5,15.275359409769381,18.634997495747648
Kyrgyzstan,Europe,Cities,2019,38.77,Hazardous,5,41.474310359543225,74.50908613838372
United Arab Emirates,Eastern Mediterranean,Cities,2019,38.93,Hazardous,5,23.905320327121004,54.29266977356909
Uganda,Africa,Cities,2019,39.01,Hazardous,5,1.274231547393379,32.36866536956964
United Arab Emirates,Eastern Mediterranean,Urban,2019,39.03,Hazardous,5,23.905320327121004,54.29266977356909
Gambia,Africa,Total,2019,39.1,Hazardous,5,13.450953489963174,-15.396323337399142
China,Western Pacific,Cities,2019,39.12,Hazardous,5,36.69140669345146,103.37804953979274
United Arab Emirates,Eastern Mediterranean,Towns,2019,39.16,Hazardous,5,23.905320327121004,54.29266977356909
Iraq,Eastern Mediterranean,Total,2019,39.29,Hazardous,5,33.00966640245123,43.77367610039911
Democratic Republic of the Congo,Africa,Cities,2019,39.29,Hazardous,5,-2.865488031406876,23.63774723807929
Sierra Leone,Africa,Total,2019,39.42,Hazardous,5,8.56249232471683,-11.792611849827932
Togo,Africa,Cities,2019,39.42,Hazardous,5,8.520779784822718,0.963859659570673
Democratic People's Republic of Korea,South-East Asia,Rural,2019,39.57,Hazardous,5,40.140074272879325,127.15912277937706
Kyrgyzstan,Europe,Urban,2019,39.65,Hazardous,5,41.474310359543225,74.50908613838372
Congo,Africa,Towns,2019,39.96,Hazardous,5,-0.836992413922509,15.221142337405276
Bahamas,Americas,Cities,2019,4.86,Low,1,24.280018782810973,-76.59016033266911
Guinea-Bissau,Africa,Urban,2019,40.06,Hazardous,5,12.047750788070472,-14.949924057207486
China,Western Pacific,Urban,2019,40.17,Hazardous,5,36.69140669345146,103.37804953979274
Yemen,Eastern Mediterranean,Rural,2019,40.25,Hazardous,5,15.91728068185997,47.567787255202546
Cote d'Ivoire,Africa,Total,2019,40.41,Hazardous,5,7.625878368311423,-5.569102942735855
Liberia,Africa,Urban,2019,40.53,Hazardous,5,6.451957665318154,-9.319832618453036
Ghana,Africa,Rural,2019,40.58,Hazardous,5,7.947699712584653,-1.2169896404332603
Burkina Faso,Africa,Total,2019,40.74,Hazardous,5,12.27072624878599,-1.7611383121238744
Kyrgyzstan,Europe,Towns,2019,40.94,Hazardous,5,41.474310359543225,74.50908613838372
Uzbekistan,Europe,Total,2019,40.98,Hazardous,5,41.775400752503636,63.303092552350606
Chad,Africa,Total,2019,41.15,Hazardous,5,15.275359409769381,18.634997495747648
Mongolia,Western Pacific,Total,2019,41.3,Hazardous,5,46.95620389055248,103.12397216191404
Gambia,Africa,Urban,2019,41.4,Hazardous,5,13.450953489963174,-15.396323337399142
China,Western Pacific,Towns,2019,41.42,Hazardous,5,36.69140669345146,103.37804953979274
Democratic People's Republic of Korea,South-East Asia,Total,2019,41.46,Hazardous,5,40.140074272879325,127.15912277937706
Yemen,Eastern Mediterranean,Total,2019,41.61,Hazardous,5,15.91728068185997,47.567787255202546
Yemen,Eastern Mediterranean,Towns,2019,41.66,Hazardous,5,15.91728068185997,47.567787255202546
United Arab Emirates,Eastern Mediterranean,Total,2019,41.75,Hazardous,5,23.905320327121004,54.29266977356909
Democratic People's Republic of Korea,South-East Asia,Towns,2019,41.8,Hazardous,5,40.140074272879325,127.15912277937706
Liberia,Africa,Cities,2019,41.88,Hazardous,5,6.451957665318154,-9.319832618453036
Mauritania,Africa,Total,2019,41.98,Hazardous,5,20.22069376776787,-10.369916735172332
Senegal,Africa,Urban,2019,42.18,Hazardous,5,14.364811093175101,-14.469447947453547
Guinea,Africa,Urban,2019,42.38,Hazardous,5,10.437318748803067,-10.934245987592456
Bangladesh,South-East Asia,Towns,2019,42.47,Hazardous,5,23.860666136535563,90.24710411518707
Guinea-Bissau,Africa,Cities,2019,42.65,Hazardous,5,12.047750788070472,-14.949924057207486
United Arab Emirates,Eastern Mediterranean,Rural,2019,42.89,Hazardous,5,23.905320327121004,54.29266977356909
Iraq,Eastern Mediterranean,Urban,2019,42.96,Hazardous,5,33.00966640245123,43.77367610039911
Chad,Africa,Towns,2019,42.97,Hazardous,5,15.275359409769381,18.634997495747648
Yemen,Eastern Mediterranean,Urban,2019,43.04,Hazardous,5,15.91728068185997,47.567787255202546
Sierra Leone,Africa,Urban,2019,43.32,Hazardous,5,8.56249232471683,-11.792611849827932
Ghana,Africa,Towns,2019,43.37,Hazardous,5,7.947699712584653,-1.2169896404332603
Uzbekistan,Europe,Towns,2019,43.49,Hazardous,5,41.775400752503636,63.303092552350606
Gambia,Africa,Cities,2019,43.5,Hazardous,5,13.450953489963174,-15.396323337399142
Yemen,Eastern Mediterranean,Cities,2019,43.87,Hazardous,5,15.91728068185997,47.567787255202546
Democratic People's Republic of Korea,South-East Asia,Urban,2019,43.93,Hazardous,5,40.140074272879325,127.15912277937706
Senegal,Africa,Cities,2019,44.35,Hazardous,5,14.364811093175101,-14.469447947453547
Uzbekistan,Europe,Urban,2019,44.55,Hazardous,5,41.775400752503636,63.303092552350606
Mali,Africa,Urban,2019,45.06,Hazardous,5,17.31513901451203,-3.5904730091616717
Guinea,Africa,Cities,2019,45.36,Hazardous,5,10.437318748803067,-10.934245987592456
Democratic People's Republic of Korea,South-East Asia,Cities,2019,45.39,Hazardous,5,40.140074272879325,127.15912277937706
Sierra Leone,Africa,Cities,2019,45.42,Hazardous,5,8.56249232471683,-11.792611849827932
Iraq,Eastern Mediterranean,Cities,2019,45.44,Hazardous,5,33.00966640245123,43.77367610039911
India,South-East Asia,Rural,2019,45.63,Hazardous,5,22.77664303960867,79.56391093181026
Bangladesh,South-East Asia,Total,2019,45.99,Hazardous,5,23.860666136535563,90.24710411518707
Burkina Faso,Africa,Urban,2019,46.04,Hazardous,5,12.27072624878599,-1.7611383121238744
Ghana,Africa,Total,2019,46.04,Hazardous,5,7.947699712584653,-1.2169896404332603
Cote d'Ivoire,Africa,Urban,2019,46.58,Hazardous,5,7.625878368311423,-5.569102942735855
Uzbekistan,Europe,Cities,2019,46.63,Hazardous,5,41.775400752503636,63.303092552350606
Egypt,Eastern Mediterranean,Rural,2019,46.73,Hazardous,5,26.459802903449802,29.878269665945982
Bangladesh,South-East Asia,Urban,2019,46.85,Hazardous,5,23.860666136535563,90.24710411518707
Mali,Africa,Cities,2019,48.51,Hazardous,5,17.31513901451203,-3.5904730091616717
Pakistan,Eastern Mediterranean,Rural,2019,48.52,Hazardous,5,29.883945354228477,69.16843955271331
Niger,Africa,Rural,2019,48.67,Hazardous,5,17.412007962950746,9.331610074345459
India,South-East Asia,Towns,2019,49.95,Hazardous,5,22.77664303960867,79.56391093181026
Finland,Europe,Rural,2019,5.06,Moderate,2,64.25513600002765,26.194973097453715
Bahamas,Americas,Rural,2019,5.2,Moderate,2,24.280018782810973,-76.59016033266911
Bahamas,Americas,Total,2019,5.2,Moderate,2,24.280018782810973,-76.59016033266911
Bahamas,Americas,Urban,2019,5.2,Moderate,2,24.280018782810973,-76.59016033266911
Canada,Americas,Rural,2019,5.2,Moderate,2,60.41776698438469,-96.5486267280136
Sweden,Europe,Rural,2019,5.33,Moderate,2,62.38365607424293,16.26695018056198
Nauru,Western Pacific,Rural,2019,5.47,Moderate,2,-0.5191263784577964,166.93256824930862
Finland,Europe,Total,2019,5.47,Moderate,2,64.25513600002765,26.194973097453715
Bahamas,Americas,Towns,2019,5.52,Moderate,2,24.280018782810973,-76.59016033266911
Iceland,Europe,Rural,2019,5.56,Moderate,2,64.99788412769288,-18.580033661634047
Iceland,Europe,Total,2019,5.79,Moderate,2,64.99788412769288,-18.580033661634047
Estonia,Europe,Rural,2019,5.79,Moderate,2,58.6729024249373,25.545032877343225
Norway,Europe,Rural,2019,5.83,Moderate,2,28.504731133580208,89.6420245571062
Sweden,Europe,Total,2019,5.96,Moderate,2,62.38365607424293,16.26695018056198
Pakistan,Eastern Mediterranean,Towns,2019,50.02,Hazardous,5,29.883945354228477,69.16843955271331
Bangladesh,South-East Asia,Cities,2019,50.12,Hazardous,5,23.860666136535563,90.24710411518707
Pakistan,Eastern Mediterranean,Total,2019,50.13,Hazardous,5,29.883945354228477,69.16843955271331
Niger,Africa,Total,2019,50.15,Hazardous,5,17.412007962950746,9.331610074345459
India,South-East Asia,Total,2019,50.17,Hazardous,5,22.77664303960867,79.56391093181026
Ghana,Africa,Urban,2019,50.42,Hazardous,5,7.947699712584653,-1.2169896404332603
Tajikistan,Europe,Rural,2019,50.58,Hazardous,5,38.536549030717254,71.02685401923208
Mongolia,Western Pacific,Urban,2019,50.62,Hazardous,5,46.95620389055248,103.12397216191404
Niger,Africa,Towns,2019,50.75,Hazardous,5,17.412007962950746,9.331610074345459
Burkina Faso,Africa,Cities,2019,51.29,Hazardous,5,12.27072624878599,-1.7611383121238744
Mauritania,Africa,Urban,2019,51.29,Hazardous,5,20.22069376776787,-10.369916735172332
Bahrain,Eastern Mediterranean,Rural,2019,51.38,Hazardous,5,26.041963777013656,50.54199335587832
Pakistan,Eastern Mediterranean,Urban,2019,51.59,Hazardous,5,29.883945354228477,69.16843955271331
Bahrain,Eastern Mediterranean,Cities,2019,51.59,Hazardous,5,26.041963777013656,50.54199335587832
Bahrain,Eastern Mediterranean,Total,2019,51.82,Hazardous,5,26.041963777013656,50.54199335587832
Bahrain,Eastern Mediterranean,Urban,2019,51.84,Hazardous,5,26.041963777013656,50.54199335587832
India,South-East Asia,Urban,2019,53.03,Hazardous,5,22.77664303960867,79.56391093181026
Qatar,Eastern Mediterranean,Rural,2019,53.16,Hazardous,5,25.304862356199486,51.184651677588725
Pakistan,Eastern Mediterranean,Cities,2019,53.18,Hazardous,5,29.883945354228477,69.16843955271331
Cameroon,Africa,Rural,2019,53.31,Hazardous,5,5.681168003162897,12.733943967668143
Tajikistan,Europe,Total,2019,53.65,Hazardous,5,38.536549030717254,71.02685401923208
Tajikistan,Europe,Towns,2019,53.85,Hazardous,5,38.536549030717254,71.02685401923208
Chad,Africa,Urban,2019,54.01,Hazardous,5,15.275359409769381,18.634997495747648
Cote d'Ivoire,Africa,Cities,2019,54.06,Hazardous,5,7.625878368311423,-5.569102942735855
Qatar,Eastern Mediterranean,Towns,2019,54.52,Hazardous,5,25.304862356199486,51.184651677588725
Nigeria,Africa,Cities,2019,54.56,Hazardous,5,9.590945570096183,8.079586854238341
Ghana,Africa,Cities,2019,54.63,Hazardous,5,7.947699712584653,-1.2169896404332603
Mauritania,Africa,Cities,2019,54.7,Hazardous,5,20.22069376776787,-10.369916735172332
Kuwait,Eastern Mediterranean,Rural,2019,54.93,Hazardous,5,29.333278575182295,47.58777967839277
Nigeria,Africa,Urban,2019,55.33,Hazardous,5,9.590945570096183,8.079586854238341
Niger,Africa,Urban,2019,55.52,Hazardous,5,17.412007962950746,9.331610074345459
India,South-East Asia,Cities,2019,55.57,Hazardous,5,22.77664303960867,79.56391093181026
Nigeria,Africa,Total,2019,55.64,Hazardous,5,9.590945570096183,8.079586854238341
Afghanistan,Eastern Mediterranean,Rural,2019,56,Hazardous,5,33.81875642614741,65.92599980294847
Nigeria,Africa,Rural,2019,56.02,Hazardous,5,9.590945570096183,8.079586854238341
Saudi Arabia,Eastern Mediterranean,Rural,2019,56.22,Hazardous,5,24.086557985041413,44.66317480529125
Cameroon,Africa,Total,2019,56.37,Hazardous,5,5.681168003162897,12.733943967668143
Nigeria,Africa,Towns,2019,56.48,Hazardous,5,9.590945570096183,8.079586854238341
Bahrain,Eastern Mediterranean,Towns,2019,56.48,Hazardous,5,26.041963777013656,50.54199335587832
Tajikistan,Europe,Urban,2019,56.8,Hazardous,5,38.536549030717254,71.02685401923208
Kuwait,Eastern Mediterranean,Towns,2019,57,Hazardous,5,29.333278575182295,47.58777967839277
Saudi Arabia,Eastern Mediterranean,Total,2019,57.16,Hazardous,5,24.086557985041413,44.66317480529125
Mongolia,Western Pacific,Cities,2019,58.21,Hazardous,5,46.95620389055248,103.12397216191404
Qatar,Eastern Mediterranean,Total,2019,59.04,Hazardous,5,25.304862356199486,51.184651677588725
Egypt,Eastern Mediterranean,Towns,2019,59.27,Hazardous,5,26.459802903449802,29.878269665945982
Niger,Africa,Cities,2019,59.53,Hazardous,5,17.412007962950746,9.331610074345459
Qatar,Eastern Mediterranean,Urban,2019,59.96,Hazardous,5,25.304862356199486,51.184651677588725
Finland,Europe,Towns,2019,6.03,Moderate,2,64.25513600002765,26.194973097453715
Sweden,Europe,Towns,2019,6.03,Moderate,2,62.38365607424293,16.26695018056198
Iceland,Europe,Cities,2019,6.07,Moderate,2,64.99788412769288,-18.580033661634047
Canada,Americas,Towns,2019,6.16,Moderate,2,60.41776698438469,-96.5486267280136
Iceland,Europe,Urban,2019,6.2,Moderate,2,64.99788412769288,-18.580033661634047
Finland,Europe,Urban,2019,6.21,Moderate,2,64.25513600002765,26.194973097453715
Norway,Europe,Total,2019,6.3,Moderate,2,21.145756947807968,93.26944247819483
Estonia,Europe,Total,2019,6.35,Moderate,2,58.6729024249373,25.545032877343225
Canada,Americas,Total,2019,6.39,Moderate,2,60.41776698438469,-96.5486267280136
Finland,Europe,Cities,2019,6.4,Moderate,2,64.25513600002765,26.194973097453715
Sweden,Europe,Urban,2019,6.4,Moderate,2,62.38365607424293,16.26695018056198
United States of America,Americas,Rural,2019,6.42,Moderate,2,44.74373159082126,-103.62956280974424
Iceland,Europe,Towns,2019,6.55,Moderate,2,64.99788412769288,-18.580033661634047
Estonia,Europe,Towns,2019,6.57,Moderate,2,58.6729024249373,25.545032877343225
Portugal,Europe,Rural,2019,6.58,Moderate,2,39.60621030811328,-8.528130281259472
Estonia,Europe,Urban,2019,6.61,Moderate,2,58.6729024249373,25.545032877343225
Estonia,Europe,Cities,2019,6.67,Moderate,2,58.6729024249373,25.545032877343225
Canada,Americas,Urban,2019,6.7,Moderate,2,60.41776698438469,-96.5486267280136
Sweden,Europe,Cities,2019,6.71,Moderate,2,62.38365607424293,16.26695018056198
Brunei Darussalam,Western Pacific,Towns,2019,6.73,Moderate,2,4.5196837365588305,114.72196619591497
Niue,Western Pacific,Rural,2019,6.74,Moderate,2,-19.049456179724103,-169.86994275834812
Niue,Western Pacific,Total,2019,6.74,Moderate,2,-19.049456179724103,-169.86994275834812
Brunei Darussalam,Western Pacific,Urban,2019,6.76,Moderate,2,4.5196837365588305,114.72196619591497
Tuvalu,Western Pacific,Rural,2019,6.81,Moderate,2,-8.503450593203175,179.20556518701565
Tuvalu,Western Pacific,Total,2019,6.81,Moderate,2,-8.503450593203175,179.20556518701565
Brunei Darussalam,Western Pacific,Total,2019,6.86,Moderate,2,4.5196837365588305,114.72196619591497
Canada,Americas,Cities,2019,6.87,Moderate,2,60.41776698438469,-96.5486267280136
Brunei Darussalam,Western Pacific,Cities,2019,6.96,Moderate,2,4.5196837365588305,114.72196619591497
Norway,Europe,Towns,2019,6.96,Moderate,2,34.195298878476024,53.173950258642435
Cameroon,Africa,Towns,2019,60.52,Hazardous,5,5.681168003162897,12.733943967668143
Saudi Arabia,Eastern Mediterranean,Towns,2019,60.54,Hazardous,5,24.086557985041413,44.66317480529125
Chad,Africa,Cities,2019,60.7,Hazardous,5,15.275359409769381,18.634997495747648
Saudi Arabia,Eastern Mediterranean,Urban,2019,60.73,Hazardous,5,24.086557985041413,44.66317480529125
Saudi Arabia,Eastern Mediterranean,Cities,2019,60.92,Hazardous,5,24.086557985041413,44.66317480529125
Qatar,Eastern Mediterranean,Cities,2019,60.94,Hazardous,5,25.304862356199486,51.184651677588725
Cameroon,Africa,Urban,2019,61.63,Hazardous,5,5.681168003162897,12.733943967668143
Cameroon,Africa,Cities,2019,62.02,Hazardous,5,5.681168003162897,12.733943967668143
Afghanistan,Eastern Mediterranean,Towns,2019,62.47,Hazardous,5,33.81875642614741,65.92599980294847
Afghanistan,Eastern Mediterranean,Total,2019,62.49,Hazardous,5,33.81875642614741,65.92599980294847
Tajikistan,Europe,Cities,2019,62.65,Hazardous,5,38.536549030717254,71.02685401923208
Egypt,Eastern Mediterranean,Total,2019,63.16,Hazardous,5,26.459802903449802,29.878269665945982
Kuwait,Eastern Mediterranean,Total,2019,64.08,Hazardous,5,29.333278575182295,47.58777967839277
Egypt,Eastern Mediterranean,Urban,2019,64.1,Hazardous,5,26.459802903449802,29.878269665945982
Egypt,Eastern Mediterranean,Cities,2019,66.42,Hazardous,5,26.459802903449802,29.878269665945982
Kuwait,Eastern Mediterranean,Urban,2019,67.22,Hazardous,5,29.333278575182295,47.58777967839277
Kuwait,Eastern Mediterranean,Cities,2019,67.67,Hazardous,5,29.333278575182295,47.58777967839277
Marshall Islands,Western Pacific,Rural,2019,7.07,Moderate,2,7.00279122625452,170.3425825338775
Dominican Republic,Americas,Rural,2019,7.1,Moderate,2,18.895115553038405,-70.50524135649069
United States of America,Americas,Towns,2019,7.1,Moderate,2,44.74373159082126,-103.62956280974424
Kiribati,Western Pacific,Rural,2019,7.18,Moderate,2,0.8929008088600912,-167.91969916077002
United States of America,Americas,Total,2019,7.18,Moderate,2,44.74373159082126,-103.62956280974424
Norway,Europe,Urban,2019,7.19,Moderate,2,-1.9200041657313704,51.98426302988082
Marshall Islands,Western Pacific,Total,2019,7.21,Moderate,2,7.00279122625452,170.3425825338775
Fiji,Western Pacific,Rural,2019,7.23,Moderate,2,-17.42754600958322,178.51202823447073
Dominican Republic,Americas,Towns,2019,7.25,Moderate,2,18.895115553038405,-70.50524135649069
Portugal,Europe,Towns,2019,7.29,Moderate,2,39.60621030811328,-8.528130281259472
Portugal,Europe,Total,2019,7.34,Moderate,2,39.60621030811328,-8.528130281259472
Fiji,Western Pacific,Total,2019,7.36,Moderate,2,-17.42754600958322,178.51202823447073
Brunei Darussalam,Western Pacific,Rural,2019,7.36,Moderate,2,4.5196837365588305,114.72196619591497
Tonga,Western Pacific,Rural,2019,7.39,Moderate,2,-20.420512756907403,-174.80193119751326
Nauru,Western Pacific,Total,2019,7.4,Moderate,2,-0.5191263784577964,166.93256824930862
Nauru,Western Pacific,Towns,2019,7.4,Moderate,2,-0.5191263784577964,166.93256824930862
Nauru,Western Pacific,Urban,2019,7.4,Moderate,2,-0.5191263784577964,166.93256824930862
United States of America,Americas,Urban,2019,7.41,Moderate,2,44.74373159082126,-103.62956280974424
Norway,Europe,Cities,2019,7.49,Moderate,2,29.419537424109876,16.43703219946474
Ireland,Europe,Rural,2019,7.5,Moderate,2,53.16253307647907,-8.145718336207691
Tonga,Western Pacific,Total,2019,7.52,Moderate,2,-20.420512756907403,-174.80193119751326
Samoa,Western Pacific,Rural,2019,7.54,Moderate,2,-13.75340088382667,-172.1653046085781
Marshall Islands,Western Pacific,Towns,2019,7.55,Moderate,2,7.00279122625452,170.3425825338775
Marshall Islands,Western Pacific,Urban,2019,7.55,Moderate,2,7.00279122625452,170.3425825338775
United States of America,Americas,Cities,2019,7.57,Moderate,2,44.74373159082126,-103.62956280974424
Dominican Republic,Americas,Total,2019,7.59,Moderate,2,18.895115553038405,-70.50524135649069
Kiribati,Western Pacific,Total,2019,7.62,Moderate,2,0.8929008088600912,-167.91969916077002
Saint Kitts and Nevis,Americas,Towns,2019,7.62,Moderate,2,17.264578641728338,-62.687467234058495
Saint Kitts and Nevis,Americas,Urban,2019,7.62,Moderate,2,17.264578641728338,-62.687467234058495
Portugal,Europe,Urban,2019,7.63,Moderate,2,39.60621030811328,-8.528130281259472
Solomon Islands,Western Pacific,Rural,2019,7.64,Moderate,2,-8.923117165009065,159.62234251597064
Micronesia (Federated States of),Western Pacific,Rural,2019,7.71,Moderate,2,7.530892089578006,153.32271851977063
Tonga,Western Pacific,Towns,2019,7.74,Moderate,2,-20.420512756907403,-174.80193119751326
Tonga,Western Pacific,Urban,2019,7.74,Moderate,2,-20.420512756907403,-174.80193119751326
Russian Federation,Europe,Rural,2019,7.74,Moderate,2,66.03172193364617,95.6413766734594
Dominican Republic,Americas,Urban,2019,7.76,Moderate,2,18.895115553038405,-70.50524135649069
Cook Islands,Western Pacific,Rural,2019,7.77,Moderate,2,-21.219273994211754,-159.78724303863964
Samoa,Western Pacific,Total,2019,7.78,Moderate,2,-13.75340088382667,-172.1653046085781
Micronesia (Federated States of),Western Pacific,Total,2019,7.79,Moderate,2,7.530892089578006,153.32271851977063
Switzerland,Europe,Rural,2019,7.79,Moderate,2,46.79889642719673,8.206281998124156
Cook Islands,Western Pacific,Total,2019,7.8,Moderate,2,-21.219273994211754,-159.78724303863964
Palau,Western Pacific,Rural,2019,7.81,Moderate,2,7.286684737450951,134.4057809732822
Palau,Western Pacific,Total,2019,7.82,Moderate,2,7.286684737450951,134.4057809732822
United Kingdom of Great Britain and Northern Ireland,Europe,Rural,2019,7.82,Moderate,2,54.01164974612877,-2.758142056330439
Solomon Islands,Western Pacific,Total,2019,7.83,Moderate,2,-8.923117165009065,159.62234251597064
Cook Islands,Western Pacific,Towns,2019,7.87,Moderate,2,-21.219273994211754,-159.78724303863964
Cook Islands,Western Pacific,Urban,2019,7.87,Moderate,2,-21.219273994211754,-159.78724303863964
Dominica,Americas,Rural,2019,7.87,Moderate,2,15.439435009185917,-61.357700541351846
Palau,Western Pacific,Towns,2019,7.92,Moderate,2,7.286684737450951,134.4057809732822
Palau,Western Pacific,Urban,2019,7.92,Moderate,2,7.286684737450951,134.4057809732822
Australia,Western Pacific,Rural,2019,7.94,Moderate,2,-25.764181552307942,134.30382912393384
Andorra,Europe,Rural,2019,7.96,Moderate,2,42.54228639431242,1.560524680303185
Kiribati,Western Pacific,Towns,2019,7.98,Moderate,2,0.8929008088600912,-167.91969916077002
Kiribati,Western Pacific,Urban,2019,7.98,Moderate,2,0.8929008088600912,-167.91969916077002
Dominican Republic,Americas,Cities,2019,7.98,Moderate,2,18.895115553038405,-70.50524135649069
Portugal,Europe,Cities,2019,7.98,Moderate,2,39.60621030811328,-8.528130281259472
Afghanistan,Eastern Mediterranean,Urban,2019,75.19,Hazardous,5,33.81875642614741,65.92599980294847
Saint Kitts and Nevis,Americas,Total,2019,8.05,Moderate,2,17.264578641728338,-62.687467234058495
Samoa,Western Pacific,Towns,2019,8.07,Moderate,2,-13.75340088382667,-172.1653046085781
Samoa,Western Pacific,Urban,2019,8.07,Moderate,2,-13.75340088382667,-172.1653046085781
Saint Kitts and Nevis,Americas,Rural,2019,8.08,Moderate,2,17.264578641728338,-62.687467234058495
Vanuatu,Western Pacific,Rural,2019,8.12,Moderate,2,-16.216969032855616,167.67534594617393
Antigua and Barbuda,Americas,Rural,2019,8.12,Moderate,2,17.277104035323703,-61.794672165664345
Micronesia (Federated States of),Western Pacific,Towns,2019,8.13,Moderate,2,7.530892089578006,153.32271851977063
Micronesia (Federated States of),Western Pacific,Urban,2019,8.13,Moderate,2,7.530892089578006,153.32271851977063
Fiji,Western Pacific,Towns,2019,8.14,Moderate,2,-17.42754600958322,178.51202823447073
Fiji,Western Pacific,Urban,2019,8.14,Moderate,2,-17.42754600958322,178.51202823447073
Ireland,Europe,Total,2019,8.2,Moderate,2,53.16253307647907,-8.145718336207691
Dominica,Americas,Total,2019,8.22,Moderate,2,15.439435009185917,-61.357700541351846
Uruguay,Americas,Rural,2019,8.24,Moderate,2,-32.79134091244499,-56.025205737611664
Spain,Europe,Rural,2019,8.28,Moderate,2,40.20765398401546,-3.703536252532036
Antigua and Barbuda,Americas,Total,2019,8.3,Moderate,2,17.277104035323703,-61.794672165664345
New Zealand,Western Pacific,Rural,2019,8.31,Moderate,2,-41.70233372718418,172.92134383992476
Solomon Islands,Western Pacific,Towns,2019,8.38,Moderate,2,-8.923117165009065,159.62234251597064
Dominica,Americas,Towns,2019,8.38,Moderate,2,15.439435009185917,-61.357700541351846
Dominica,Americas,Urban,2019,8.38,Moderate,2,15.439435009185917,-61.357700541351846
Vanuatu,Western Pacific,Total,2019,8.42,Moderate,2,-16.216969032855616,167.67534594617393
Antigua and Barbuda,Americas,Towns,2019,8.42,Moderate,2,17.277104035323703,-61.794672165664345
Antigua and Barbuda,Americas,Urban,2019,8.42,Moderate,2,17.277104035323703,-61.794672165664345
Luxembourg,Europe,Rural,2019,8.43,Moderate,2,49.76678237167175,6.0721581647692275
Uruguay,Americas,Cities,2019,8.46,Moderate,2,-32.79134091244499,-56.025205737611664
Uruguay,Americas,Total,2019,8.48,Moderate,2,-32.79134091244499,-56.025205737611664
Uruguay,Americas,Urban,2019,8.51,Moderate,2,-32.79134091244499,-56.025205737611664
Andorra,Europe,Total,2019,8.52,Moderate,2,42.54228639431242,1.560524680303185
New Zealand,Western Pacific,Cities,2019,8.54,Moderate,2,-41.70233372718418,172.92134383992476
Uruguay,Americas,Towns,2019,8.6,Moderate,2,-32.79134091244499,-56.025205737611664
New Zealand,Western Pacific,Total,2019,8.61,Moderate,2,-41.70233372718418,172.92134383992476
Ireland,Europe,Cities,2019,8.66,Moderate,2,53.16253307647907,-8.145718336207691
Ireland,Europe,Urban,2019,8.68,Moderate,2,53.16253307647907,-8.145718336207691
New Zealand,Western Pacific,Urban,2019,8.69,Moderate,2,-41.70233372718418,172.92134383992476
Solomon Islands,Western Pacific,Urban,2019,8.7,Moderate,2,-8.923117165009065,159.62234251597064
Ireland,Europe,Towns,2019,8.7,Moderate,2,53.16253307647907,-8.145718336207691
Luxembourg,Europe,Cities,2019,8.74,Moderate,2,49.76678237167175,6.0721581647692275
Papua New Guinea,Western Pacific,Rural,2019,8.78,Moderate,2,-6.468581389763545,145.20049671341394
Solomon Islands,Western Pacific,Cities,2019,8.78,Moderate,2,-8.923117165009065,159.62234251597064
Denmark,Europe,Rural,2019,8.8,Moderate,2,55.97498217099483,10.042211774911003
Switzerland,Europe,Towns,2019,8.81,Moderate,2,46.79889642719673,8.206281998124156
United Kingdom of Great Britain and Northern Ireland,Europe,Towns,2019,8.83,Moderate,2,54.01164974612877,-2.758142056330439
Saint Vincent and the Grenadines,Americas,Rural,2019,8.88,Moderate,2,13.224677030556677,-61.201317403766964
Russian Federation,Europe,Total,2019,8.88,Moderate,2,66.03172193364617,95.6413766734594
Andorra,Europe,Towns,2019,8.88,Moderate,2,42.54228639431242,1.560524680303185
Andorra,Europe,Urban,2019,8.88,Moderate,2,42.54228639431242,1.560524680303185
Papua New Guinea,Western Pacific,Total,2019,8.89,Moderate,2,-6.468581389763545,145.20049671341394
Luxembourg,Europe,Total,2019,8.89,Moderate,2,49.76678237167175,6.0721581647692275
New Zealand,Western Pacific,Towns,2019,8.93,Moderate,2,-41.70233372718418,172.92134383992476
Australia,Western Pacific,Total,2019,8.93,Moderate,2,-25.764181552307942,134.30382912393384
Saint Lucia,Americas,Towns,2019,8.94,Moderate,2,13.894772997268886,-60.969710673636214
Saint Lucia,Americas,Urban,2019,8.94,Moderate,2,13.894772997268886,-60.969710673636214
Switzerland,Europe,Total,2019,8.97,Moderate,2,46.79889642719673,8.206281998124156
Saint Lucia,Americas,Total,2019,8.98,Moderate,2,13.894772997268886,-60.969710673636214
Afghanistan,Eastern Mediterranean,Cities,2019,84.04,Hazardous,5,33.81875642614741,65.92599980294847
Saint Lucia,Americas,Rural,2019,9,Moderate,2,13.894772997268886,-60.969710673636214
France,Europe,Rural,2019,9,Moderate,2,32.30388704221696,-79.59086610469967
Russian Federation,Europe,Towns,2019,9.08,Moderate,2,66.03172193364617,95.6413766734594
Australia,Western Pacific,Cities,2019,9.08,Moderate,2,-25.764181552307942,134.30382912393384
Vanuatu,Western Pacific,Towns,2019,9.09,Moderate,2,-16.216969032855616,167.67534594617393
Vanuatu,Western Pacific,Urban,2019,9.09,Moderate,2,-16.216969032855616,167.67534594617393
